entity_id,entity_name,aliases,canonical_code,subgroup_name,confidence,rationale,source_urls,source_titles,publication_dates,source_types,evidence_texts,suspected_functions,related_case_ids,review_status,merge_confidence,seed_overlap
b865d06c5bf8e603,AI Is Making Financial Fraud,AI Is Making Financial Fraud,4A,Automated Cyberattack Tools,0.6236520479015271,"Top code 4A from combined rule, prototype, and optional model signals.",https://www.finextra.com/blogposting/31233/ai-is-making-financial-fraud-faster-heres-what-needs-to-catch-up,AI Is Making Financial Fraud Faster. Here's What Needs to Catch Up,"Tue, 24 Mar 2026 12:29:00 GMT",news,"AI Is Making Financial Fraud Faster. Here's What Needs to Catch Up In the first nine months of 2025, AI-driven deepfake fraud caused over $3 billion in losses in the United States alone. Synthetic identity fraud - where real and fabricated data are blended to create ... Reported by Autonomous Discovery - Cybercrime And Abuse AI",Automated Cyberattack Tools,2fe54500aead457a,ready_for_review,1.0,False
dcf1e69f5803b28e,Cybercrime And Abuse AI,Cybercrime And Abuse AI,4A,Automated Cyberattack Tools,0.6570439886238044,"Top code 4A from combined rule, prototype, and optional model signals.",https://indianexpress.com/article/india/mha-india-internal-security-ai-integration-cybercrime-i4c-surakshini-10609671/ | https://www.app.com/story/news/nation/2025/05/26/fbi-warning-ai-voice-scam-2025/83861927007/ | https://www.computing.co.uk/news/2026/ai/ai-bringing-benefits-to-criminals | https://www.finextra.com/blogposting/31233/ai-is-making-financial-fraud-faster-heres-what-needs-to-catch-up | https://www.msn.com/en-us/travel/news/ai-finally-delivers-those-elusive-productivity-gains-for-cybercriminals/ar-AA1YKyCk | https://www.tmcnet.com/usubmit/2026/03/25/10354624.htm | https://www.yahoo.com/news/videos/money-matters-don-t-fall-102722358.html,"Home ministry’s AI vision: Predictive policing, dark web monitoring, and end of mule accounts | FBI warns of new AI scams that impersonate US officials | AI is bringing enormous benefits...to criminals | AI Is Making Financial Fraud Faster. Here's What Needs to Catch Up | AI finally delivers those elusive productivity gains for cybercriminals | Xthings Unveils Xthings One: The On-Prem Security Command Center That Unifies Video, Access, and Workforce Intelligence | Money Matters: Don’t fall for Walmart AI voice scam","Mon, 30 Mar 2026 05:35:00 GMT | Sun, 25 May 2025 22:02:00 GMT | Wed, 18 Mar 2026 02:43:00 GMT | Tue, 24 Mar 2026 12:29:00 GMT | Mon, 16 Mar 2026 09:40:06 GMT | Wed, 25 Mar 2026 08:20:00 GMT | Tue, 16 Dec 2025 02:27:00 GMT",news | news | news | news | news | news | news,"Home ministry’s AI vision: Predictive policing, dark web monitoring, and end of mule accounts A parliamentary report shows how the MHA is utilising the expertise of IIT Bombay and the RBI to develop an AI-driven security system that tracks everything from dark web phishing to document forgery. Reported by Autonomous Discovery - Cybercrime And Abuse AI | FBI warns of new AI scams that impersonate US officials The FBI is issuing a public warning about an ongoing scam. Since April 2025, malicious actors have been impersonating senior U.S. officials through text messages and AI-generated voice messages (known ... Reported by Autonomous Discovery - Cybercrime And Abuse AI | AI is bringing enormous benefits...to criminals Artificial intelligence is accelerating financial fraud’s scale and profitability, with schemes using the technology now generating more than four times the returns of traditional scams. Reported by Autonomous Discovery - Cybercrime And Abuse AI | AI Is Making Financial Fraud Faster. Here's What Needs to Catch Up In the first nine months of 2025, AI-driven deepfake fraud caused over $3 billion in losses in the United States alone. Synthetic identity fraud - where real and fabricated data are blended to create ... Reported by Autonomous Discovery - Cybercrime And Abuse AI | AI finally delivers those elusive productivity gains for cybercriminals Interpol says fraud schemes using the tech are 4.5x more profitable AI is apparently good for the bottom line if your business is crime. Financial fraud schemes carried out with the help of artificial ... Reported by Autonomous Discovery - Cybercrime And Abuse AI | Xthings Unveils Xthings One: The On-Prem Security Command Center That Unifies Video, Access, and Workforce Intelligence Debuting at ISC West, Xthings One replaces fragmented security tools with a single, AI-powered edge platform - no cloud dependency required. LAS VEGAS and SAN JOSE, Calif., March ... Reported by Autonomous Discovery - Cybercrime And Abuse AI | Money Matters: Don’t fall for Walmart AI voice scam Add Yahoo as a preferred source to see more of our stories on Google. A new AI voice scam is going after Walmart customers in an attempt to get access to sensitive and financial information. OpenAI ... Reported by Autonomous Discovery - Cybercrime And Abuse AI",Automated Cyberattack Tools | Automated Cyberattack Tools | Automated Cyberattack Tools | Automated Cyberattack Tools | Automated Cyberattack Tools | Automated Cyberattack Tools | Automated Cyberattack Tools,a100a4bc9f648d45 | 4eb1f5e80964f915 | 2a33daadab7a98b2 | ff0000b67052b8eb | edfb1fee327e51a8 | a58cce555b753410 | 68c982785c6d57ce,ready_for_review,1.0,False
4ce9918b1f09577c,Cybercrime And Abuse AI,Cybercrime And Abuse AI,3A,Mass Surveillance Systems,0.5977967603249932,"Top code 3A from combined rule, prototype, and optional model signals.",https://www.securityinfowatch.com/video-surveillance/product/55359514/engenius-technologies-engenius-debuts-ai-cloud-surveillance-platform-with-natural-language-search,EnGenius Debuts AI Cloud Surveillance Platform With Natural Language Search,"Mon, 16 Mar 2026 06:59:00 GMT",news,"EnGenius Debuts AI Cloud Surveillance Platform With Natural Language Search The hybrid edge-and-cloud solution adds AI-driven video search, facial recognition and behavioral alerting to existing surveillance systems. Reported by Autonomous Discovery - Cybercrime And Abuse AI",Mass Surveillance Systems,2c313fd04a6b052a,low_confidence,1.0,False
3aee59d752fa55c9,EnGenius Debuts AI,EnGenius Debuts AI,3A,Mass Surveillance Systems,0.5977967603249932,"Top code 3A from combined rule, prototype, and optional model signals.",https://www.securityinfowatch.com/video-surveillance/product/55359514/engenius-technologies-engenius-debuts-ai-cloud-surveillance-platform-with-natural-language-search,EnGenius Debuts AI Cloud Surveillance Platform With Natural Language Search,"Mon, 16 Mar 2026 06:59:00 GMT",news,"EnGenius Debuts AI Cloud Surveillance Platform With Natural Language Search The hybrid edge-and-cloud solution adds AI-driven video search, facial recognition and behavioral alerting to existing surveillance systems. Reported by Autonomous Discovery - Cybercrime And Abuse AI",Mass Surveillance Systems,9ca7afcc57522899,low_confidence,1.0,False
6b5dd51a80e719f0,EnGenius Debuts AI Cloud Surveillance,EnGenius Debuts AI Cloud Surveillance,3A,Mass Surveillance Systems,0.5977967603249932,"Top code 3A from combined rule, prototype, and optional model signals.",https://www.securityinfowatch.com/video-surveillance/product/55359514/engenius-technologies-engenius-debuts-ai-cloud-surveillance-platform-with-natural-language-search,EnGenius Debuts AI Cloud Surveillance Platform With Natural Language Search,"Mon, 16 Mar 2026 06:59:00 GMT",news,"EnGenius Debuts AI Cloud Surveillance Platform With Natural Language Search The hybrid edge-and-cloud solution adds AI-driven video search, facial recognition and behavioral alerting to existing surveillance systems. Reported by Autonomous Discovery - Cybercrime And Abuse AI",Mass Surveillance Systems,d3a0437b799777d0,low_confidence,1.0,False
48c473881d3dc6d7,FBI,FBI,4A,Automated Cyberattack Tools,0.6236941084650527,"Top code 4A from combined rule, prototype, and optional model signals.",https://www.app.com/story/news/nation/2025/05/26/fbi-warning-ai-voice-scam-2025/83861927007/,FBI warns of new AI scams that impersonate US officials,"Sun, 25 May 2025 22:02:00 GMT",news,"FBI warns of new AI scams that impersonate US officials The FBI is issuing a public warning about an ongoing scam. Since April 2025, malicious actors have been impersonating senior U.S. officials through text messages and AI-generated voice messages (known ... Reported by Autonomous Discovery - Cybercrime And Abuse AI",Automated Cyberattack Tools,5ca19f6aa46435c2,ready_for_review,1.0,False
f292d99ac18e4191,Home ministry’s AI vision,Home ministry’s AI vision,4A,Automated Cyberattack Tools,0.6570439886238044,"Top code 4A from combined rule, prototype, and optional model signals.",https://indianexpress.com/article/india/mha-india-internal-security-ai-integration-cybercrime-i4c-surakshini-10609671/,"Home ministry’s AI vision: Predictive policing, dark web monitoring, and end of mule accounts","Mon, 30 Mar 2026 05:35:00 GMT",news,"Home ministry’s AI vision: Predictive policing, dark web monitoring, and end of mule accounts A parliamentary report shows how the MHA is utilising the expertise of IIT Bombay and the RBI to develop an AI-driven security system that tracks everything from dark web phishing to document forgery. Reported by Autonomous Discovery - Cybercrime And Abuse AI",Automated Cyberattack Tools,8de1e8bc38490d48,ready_for_review,1.0,False
5add6ef8f24dcdd7,Money Matters,Money Matters,4A,Automated Cyberattack Tools,0.6114636313358164,"Top code 4A from combined rule, prototype, and optional model signals.",https://www.yahoo.com/news/videos/money-matters-don-t-fall-102722358.html,Money Matters: Don’t fall for Walmart AI voice scam,"Tue, 16 Dec 2025 02:27:00 GMT",news,Money Matters: Don’t fall for Walmart AI voice scam Add Yahoo as a preferred source to see more of our stories on Google. A new AI voice scam is going after Walmart customers in an attempt to get access to sensitive and financial information. OpenAI ... Reported by Autonomous Discovery - Cybercrime And Abuse AI,Automated Cyberattack Tools,3c5633a0ea6ba7af,ready_for_review,1.0,False
a8b5defaa3e93819,Walmart AI,Walmart AI,4A,Automated Cyberattack Tools,0.6114636313358164,"Top code 4A from combined rule, prototype, and optional model signals.",https://www.yahoo.com/news/videos/money-matters-don-t-fall-102722358.html,Money Matters: Don’t fall for Walmart AI voice scam,"Tue, 16 Dec 2025 02:27:00 GMT",news,Money Matters: Don’t fall for Walmart AI voice scam Add Yahoo as a preferred source to see more of our stories on Google. A new AI voice scam is going after Walmart customers in an attempt to get access to sensitive and financial information. OpenAI ... Reported by Autonomous Discovery - Cybercrime And Abuse AI,Automated Cyberattack Tools,5e0a493ec3449852,ready_for_review,1.0,False
f45048ebdfd1cecf,Xthings Unveils Xthings One,Xthings Unveils Xthings One,4A,Automated Cyberattack Tools,0.5746763212500491,"Top code 4A from combined rule, prototype, and optional model signals.",https://www.tmcnet.com/usubmit/2026/03/25/10354624.htm,"Xthings Unveils Xthings One: The On-Prem Security Command Center That Unifies Video, Access, and Workforce Intelligence","Wed, 25 Mar 2026 08:20:00 GMT",news,"Xthings Unveils Xthings One: The On-Prem Security Command Center That Unifies Video, Access, and Workforce Intelligence Debuting at ISC West, Xthings One replaces fragmented security tools with a single, AI-powered edge platform - no cloud dependency required. LAS VEGAS and SAN JOSE, Calif., March ... Reported by Autonomous Discovery - Cybercrime And Abuse AI",Automated Cyberattack Tools,566e99d2e78ed5ad,low_confidence,1.0,False
