entity_id,entity_name,aliases,canonical_code,subgroup_name,confidence,rationale,source_urls,source_titles,publication_dates,source_types,evidence_texts,suspected_functions,related_case_ids,review_status,merge_confidence,seed_overlap
bdd3d6379926dc52,Agnitio,Agnitio,3A,Mass Surveillance Systems,0.9629371790408713,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Agnitio. Agnitio, a company specializing in biometric identification and surveillance technologies, developed several advanced tools for security and surveillance applications. Through its flagship product, BATVOX, Agnitio’s technology can analyze and verify a person's identity based on their voice. It also provides facial recognition systems that can identify or verify individuals by analyzing facial features. Its primary",Mass Surveillance Systems,154dd8d548f63004,ready_for_review,1.0,False
eab9b7a187cd3aa1,Ai Nudes,Ai Nudes,1B,Synthetic Media Deception,0.8424658270918242,"Top code 1B from combined rule, prototype, and optional model signals.",https://www.xbiz.com/news/283348/san-francisco-city-attorney-sues-nonconsensual-deepfake-porn-sites,San Francisco City Attorney Sues &#39;Nonconsensual&#39; Deepfake Porn Sites - XBIZ.com,,news,"A Tangled Web of Obscure Sites and Companies Chiu’s office attached the — filed at San Francisco Superior Court as “People of the State of California v. Sol Ecom, Inc, et al.” — but redacted the names of the websites. However, the unredacted version of the complaint names the targeted websites as: Drawnudes.io (operated by Sol Ecom); Porngen.art and Undresser.ai (operated by Briver); Undress.app, Undress.love, Undress.cc, and Ai-nudes.app (operated by Itai Tech); Nudify.online (operated by Defir",Synthetic Media Deception,632ffcdb1b7c3653,ready_for_review,1.0,False
19cc800c81c185d6,Ainude,Ainude,1B,Synthetic Media Deception,0.8424658270918242,"Top code 1B from combined rule, prototype, and optional model signals.",https://www.xbiz.com/news/283348/san-francisco-city-attorney-sues-nonconsensual-deepfake-porn-sites,San Francisco City Attorney Sues &#39;Nonconsensual&#39; Deepfake Porn Sites - XBIZ.com,,news,"Pornx.ai (operated by someone only identified as Doe #2); Deepnude.cc (operated by someone only identified as Doe #3); Ainude.ai (operated by someone only identified as Doe #4); and Clothoff.io (operated by someone only identified as Doe #5). According to the lawsuit, several of these sites openly promote the nonconsensual nature of their deepfakes. Drawnudes.io, for example, allegedly enables users to “deepnude girls for free” by using the website’s AI technology to ‘undress’ uploaded images.",Synthetic Media Deception,2bbfa2edd9ee913e,ready_for_review,1.0,False
7f541baee8c46034,Almenta,Almenta,4A,Automated Cyberattack Tools,0.9764811024665858,"Top code 4A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Almenta. Almenta is a surveillance firm based in Bulgaria and run by Israeli operators, including CEO Ari Covitz. It develops Wi-Fi-based hacking tools, which it showcased at the Milipol homeland security conference. The company offers a product called WiNA-P, which enables a variety of attacks on smartphones by exploiting Wi-Fi networks. These attacks include delivering malware to extract data from apps like WhatsApp, Tele",Automated Cyberattack Tools,ee19353c561ab5e6,ready_for_review,1.0,False
ab1ca236a4708116,Amesys,Amesys,3A,Mass Surveillance Systems,0.9327619396966483,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Amesys. Amesys is a French company known for the sale of a program called Cerebro, capable of tracking the electronic communications of its targets, including email addresses and phone numbers. In 2007, it reportedly sold surveillance technology to Libya, which was used by the Gaddafi regime to arrest and torture critics of the regime. Former managers of Amesys went on to run Nexa Technologies, which, in 2014, sold an inte",Mass Surveillance Systems,c0bbb804a1a09e37,ready_for_review,1.0,False
e922c838dbf5eb08,AnyVision,AnyVision,3A,Mass Surveillance Systems,0.939057930027591,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"AnyVision. AnyVision, an Israeli company with an international presence, is behind advanced tactical surveillance software used to monitor the movements of Palestinians. Their flagship facial recognition product, Better Tomorrow, is an automated watchlist alerting system that identifies persons of interest and their contact history in real-time.

Appin. Appin was an Indian hack-for-hire company founded in 2003 by brothers Raj",Mass Surveillance Systems,35bcd50f85d934f1,ready_for_review,1.0,False
83079623d58edbf7,AppLogic Networks,AppLogic Networks,3A,Mass Surveillance Systems,0.9204522371743649,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"AppLogic Networks. AppLogic Networks (formerly Sandvine) is a Canadian network intelligence company. A 2018 report by Citizen Lab found Sandvine DPI equipment being used in Turkey, Egypt, and elsewhere to block news, political sites, and inject spyware into downloads. In in 2020, Masaar conducted tests revealing that Sandvine equipment was used to block access to press and human rights websites in Egypt. In 2025, Amnesty Internationa",Mass Surveillance Systems,246c8bc57e41fac1,ready_for_review,1.0,False
830b9194ff40c9ab,Asia Global Technologies,Asia Global Technologies,3A,Mass Surveillance Systems,0.9099338404612961,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Asia Global Technologies (AGT). Led by Israeli entrepreneur Mati Kochavi, Asia Global Technologies (AGT) won a contract from the Abu Dhabi government in 2008 to create a “smart city” network of surveillance cameras, electronic fences and sensors that paid about $6 billion over seven years.

Assac Networks. Assac Networks is an Israeli company that provides smartphone monitoring technologies. Its clients include other companies engaged in su",Mass Surveillance Systems,400de310eb31bbbb,ready_for_review,1.0,False
a8773c1badf874ab,Auterion,Auterion,3A,Mass Surveillance Systems,1.0,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Auterion. Auterion provides software platforms like AuterionOS and Mission Control to manage drone-based surveillance operations. These tools enable autonomous mission planning, real-time data management, and live video streaming. The systems support various surveillance tasks by integrating payloads such as NextVision cameras, designed primarily for defense, law enforcement, and use by government agencies.

AuthenMetric. Au",Mass Surveillance Systems,c69fb56dfe44a768,ready_for_review,1.0,False
fa7a516a16f3a9a9,Axon,Axon,3A,Mass Surveillance Systems,0.981844062137711,"Top code 3A from combined rule, prototype, and optional model signals.",https://misp-galaxy.org/surveillance-vendor/,Surveillance Vendor - MISP galaxy,,research_database,"Axon. Axon is a company that provides surveillance technologies primarily for law enforcement agencies worldwide. Their Axon Network connects people, devices, and apps to create an integrated ecosystem that includes TASER smart devices, police body cameras, and digital evidence management systems. Their surveillance technology portfolio includes realtime crime centers through their Axon Fusus platform. Axon's AI-powered",Mass Surveillance Systems,d81402a3a9a03fc1,ready_for_review,1.0,False
